UserId,Score
8507982,2
11082866,0
11135962,1
6941823,1
11415337,0
4481339,1
10117868,1
7932273,1
3448011,1
10223897,0
4430536,1
10629530,0
9925225,0
